num_workers	trial	runtime
13	3	8.0250620842
13	4	8.0545539856
13	5	8.23526310921
13	6	7.87011408806
13	7	8.10939598083
13	8	8.06773591042
13	9	7.99784588814
13	10	8.01159286499
14	1	8.31588792801
14	2	8.35442495346
14	3	8.59177112579
14	4	8.52931189537
14	5	8.46445298195
14	6	8.62146687508
14	7	8.34592294693
14	8	8.53033995628
14	9	8.52901697159
14	10	8.33758187294
15	1	8.77903819084
15	2	8.8625600338
15	3	8.84779000282
15	4	8.74814605713
15	5	9.07399988174
15	6	8.59901690483
15	7	8.81180095673
15	8	8.94342398643
15	9	8.86052417755
15	10	8.88666892052
16	1	9.20199680328
16	2	9.45446109772
16	3	9.16591215134
16	4	9.51581001282
16	5	9.31326198578
16	6	9.10026216507
16	7	9.27474880219
16	8	9.17820215225
16	9	9.32430291176
16	10	9.32018399239
17	1	9.68577408791
17	2	9.73776292801
17	3	9.70231103897
17	4	9.80861902237
17	5	9.5998249054
17	6	9.77686786652
17	7	9.93355607986
17	8	9.95144987106
17	9	9.4887149334
17	10	9.9056019783
18	1	9.86275815964
18	2	10.0964331627
18	3	10.3713088036
18	4	10.2158420086
18	5	10.0600178242
18	6	9.96577382088
18	7	10.0632710457
18	8	10.2025160789
18	9	10.185354948
18	10	10.2140069008
19	1	10.5717768669
19	2	10.7862381935
19	3	10.5793199539
19	4	10.7033071518
19	5	10.7331619263
19	6	10.6180040836
19	7	10.5739281178
19	8	10.6451020241
19	9	10.7317428589
19	10	10.5454678535
20	1	11.1375200748
20	2	11.1093699932
20	3	11.0609781742
20	4	10.8917500973
20	5	11.1604540348
20	6	11.1348671913
20	7	10.6166799068
20	8	11.1347768307
20	9	11.1081769466
20	10	10.8710169792
21	1	11.4201040268
21	2	10.8638899326
21	3	11.4924559593
21	4	10.8776071072
21	5	11.1771991253
21	6	11.6079909801
21	7	11.3169078827
21	8	11.1596000195
21	9	11.6584141254
21	10	11.5553450584
22	1	11.9247050285
22	2	11.7253139019
22	3	12.0237400532
22	4	12.0293028355
22	5	11.6500799656
22	6	11.5131111145
22	7	11.9609539509
22	8	11.9196619987
22	9	11.7793829441
22	10	11.9762020111
23	1	12.3263709545
23	2	12.5240797997
23	3	12.3728539944
23	4	12.2319841385
23	5	12.1125750542
23	6	12.2091629505
23	7	12.4908978939
23	8	12.3004260063
23	9	12.6277399063
23	10	12.5056819916
24	1	13.0539801121
24	2	12.6643540859
24	3	12.7192339897
24	4	12.7016060352
24	5	12.9668889046
24	6	12.638572216
24	7	12.9409301281
24	8	12.975484848
24	9	12.9850399494
24	10	12.9522800446
25	1	13.3313500881
25	2	13.2840590477
25	3	13.1571979523
25	4	13.494726181
25	5	13.3768250942
25	6	13.2682271004
25	7	13.1905920506
25	8	13.3921658993
25	9	12.8701491356
25	10	13.4960119724
26	1	13.6913499832
26	2	13.5138149261
26	3	13.7923979759
26	4	13.7751379013
26	5	13.8800969124
26	6	13.7003490925
26	7	13.828881979
26	8	13.4923930168
26	9	13.8021080494
26	10	13.6813530922
27	1	14.3406860828
27	2	14.0518641472
27	3	14.291467905
27	4	13.9354929924
27	5	14.1287071705
27	6	14.2979011536
27	7	14.1895298958
27	8	13.7407360077
27	9	14.1562020779
27	10	14.3705751896
28	1	14.5226690769
28	2	14.8235211372
28	3	14.9334700108
28	4	14.5010051727
28	5	13.7559468746
28	6	14.1441259384
28	7	14.3239700794
28	8	14.5318131447
28	9	14.5483570099
28	10	14.8820950985
29	1	15.3537240028
29	2	15.2485949993
29	3	15.5141890049
29	4	15.3066430092
29	5	15.1099669933
29	6	15.0706751347
29	7	15.4970600605
29	8	15.1458230019
29	9	14.8978421688
29	10	15.1902639866
30	1	15.7337870598
30	2	15.7481129169
30	3	15.7318990231
30	4	15.4373779297
30	5	15.6898479462
30	6	15.6936500072
30	7	15.7590529919
30	8	15.7397341728
30	9	15.499475956
30	10	15.72082901
