trial	chips_added_at_a_time	execution_time	edges	levels	diameter	ASPL	power	frequency	tempurature	picked_by	overlap	numchips	candidates
1	3	890.885404825	10	4	6	2.44444444444	56.7207	3600.0	47.7	power	0.2	9	15
2	3	738.008768082	10	4	4	2.22222222222	56.7207	3600.0	47.9	power	0.2	9	15
3	3	1062.10799599	9	4	5	2.33333333333	41.9991	3200.0	44.25	power	0.2	9	15
4	3	808.096446991	11	3	4	2.11111111111	56.7207	3600.0	49.47	power	0.2	9	15
5	3	836.201169014	9	4	5	2.38888888889	56.7207	3600.0	49.65	power	0.2	9	15
6	3	605.488904953	10	5	5	2.33333333333	56.7207	3600.0	47.26	power	0.2	9	15
7	3	834.406574011	11	3	4	2.11111111111	56.7207	3600.0	49.26	power	0.2	9	15
8	3	959.933876038	11	3	5	2.22222222222	56.7207	3600.0	48.62	power	0.2	9	15
9	3	737.597954035	9	4	5	2.38888888889	56.7207	3600.0	47.77	power	0.2	9	15
10	3	777.68889308	11	3	5	2.16666666667	41.9991	3200.0	44.51	power	0.2	9	15
1	3	1123.85347414	10	4	4	2.16666666667	56.7207	3600.0	49.8	power	0.2	9	16
2	3	878.112756968	9	4	4	2.38888888889	56.7207	3600.0	47.52	power	0.2	9	16
3	3	1050.05494285	11	3	4	2.05555555556	41.9991	3200.0	46.19	power	0.2	9	16
4	3	938.291473866	10	2	4	2.11111111111	41.9991	3200.0	49.52	power	0.2	9	16
5	3	836.339898109	11	2	4	2.05555555556	41.9991	3200.0	48.32	power	0.2	9	16
6	3	972.769198895	10	3	6	2.44444444444	56.7207	3600.0	48.32	power	0.2	9	16
7	3	823.385308981	9	2	5	2.5	56.7207	3600.0	49.66	power	0.2	9	16
8	3	1204.44581294	10	3	4	2.22222222222	41.9991	3200.0	45.25	power	0.2	9	16
9	3	728.805435181	9	3	6	2.66666666667	56.7207	3600.0	49.3	power	0.2	9	16
10	3	834.919718981	10	3	4	2.16666666667	56.7207	3600.0	49.58	power	0.2	9	16
1	3	1021.91287708	12	3	4	2.0	41.9991	3200.0	44.55	power	0.2	9	17
2	3	1190.12742782	11	3	5	2.16666666667	56.7207	3600.0	49.75	power	0.2	9	17
3	3	898.027434826	9	3	5	2.33333333333	56.7207	3600.0	49.85	power	0.2	9	17
4	3	586.003551006	9	3	4	2.33333333333	56.7207	3600.0	49.51	power	0.2	9	17
