	1 	2 	4 	8 	16 	17 	32 	34 	64 	68 	128 	136 	256 	272 	
bt 	84.910000	85.660000	86.980000	90.590000	95.940000	96.110000	106.900000	112.670000	115.110000	117.030000	132.790000	133.180000	132.650000	134.000000	
cg 	85.740000	85.280000	87.820000	92.420000	98.900000	99.440000	114.180000	118.570000	128.310000	128.010000	152.450000	140.890000	164.370000	128.400000	
dc 	84.740000	85.890000	87.010000	91.170000	96.780000	99.010000	107.460000	111.930000	126.100000	129.590000	125.670000	125.610000	125.420000	123.330000	
ep 	84.470000	84.440000	86.650000	87.540000	100.870000	91.300000	99.460000	99.170000	114.110000	118.160000	119.590000	143.600000	137.650000	139.280000	
ft 	84.150000	85.280000	87.470000	92.270000	155.430000	99.600000	115.980000	115.050000	134.820000	129.520000	165.360000	152.040000	276.940000	292.870000	
is 	83.300000	84.150000	85.230000	86.670000	110.970000	91.890000	87.190000	96.640000	89.970000	90.920000	88.950000	90.610000	94.580000	97.710000	
lu 	85.390000	86.440000	89.000000	90.930000	94.560000	95.630000	103.960000	111.120000	153.460000	119.680000	201.950000	136.450000	146.830000	125.010000	
mg 	83.660000	84.940000	87.410000	91.130000	97.860000	98.490000	111.360000	113.940000	115.040000	120.100000	131.870000	125.890000	127.520000	231.750000	
sp 	84.700000	86.250000	89.230000	94.060000	101.780000	103.600000	115.920000	115.860000	131.730000	131.030000	152.720000	150.850000	170.230000	141.430000	
ua 	84.610000	84.670000	86.320000	89.050000	92.350000	93.760000	101.990000	102.070000	117.770000	120.110000	139.760000	140.190000	127.190000	127.090000	
stress 	83.340000	83.230000	84.630000	86.880000	91.460000	93.380000	100.450000	101.680000	117.790000	117.790000	133.320000	137.270000	127.500000	162.410000	
