	1 	2 	4 	8 	16 	17 	32 	34 	64 	68 	128 	136 	256 	272 	
bt 	85.830000	87.630000	88.100000	92.710000	100.700000	100.370000	113.300000	115.260000	122.430000	121.900000	137.540000	138.910000	148.310000	134.240000	
cg 	84.900000	87.410000	88.670000	94.490000	103.100000	100.930000	116.280000	121.830000	138.720000	139.030000	156.960000	162.230000	177.060000	138.090000	
dc 	85.590000	87.680000	88.460000	92.790000	99.230000	98.910000	112.590000	113.940000	131.260000	131.220000	155.080000	133.130000	129.820000	131.270000	
ep 	84.880000	84.970000	87.840000	88.660000	93.320000	93.640000	102.040000	102.470000	119.560000	121.310000	131.130000	128.800000	147.870000	152.990000	
ft 	85.090000	87.500000	89.540000	93.920000	103.990000	106.040000	119.940000	177.610000	146.640000	131.670000	150.810000	159.760000	269.250000	293.870000	
is 	84.080000	84.720000	86.150000	88.430000	93.390000	94.310000	90.650000	85.190000	94.110000	89.150000	92.320000	87.510000	95.790000	96.890000	
lu 	85.510000	88.590000	89.980000	94.290000	98.310000	99.440000	109.000000	115.710000	127.440000	124.740000	147.950000	142.980000	133.890000	133.370000	
mg 	84.840000	86.140000	89.010000	93.040000	101.660000	102.450000	119.360000	123.920000	120.780000	120.540000	148.300000	138.220000	137.500000	146.290000	
sp 	86.060000	87.840000	90.480000	96.980000	104.690000	105.830000	121.080000	121.030000	139.430000	144.990000	159.390000	172.950000	161.600000	195.160000	
ua 	86.590000	86.100000	87.580000	90.560000	94.470000	96.960000	105.330000	108.430000	122.950000	126.340000	153.600000	152.750000	142.910000	192.350000	
stress 	83.860000	85.830000	86.120000	89.160000	95.020000	94.850000	107.070000	107.520000	125.330000	126.790000	143.040000	146.730000	148.670000	175.460000	
