	1 	2 	4 	8 	16 	17 	32 	34 	64 	68 	128 	136 	256 	272 	
bt 	83.390000	86.050000	84.310000	86.680000	90.660000	90.640000	97.930000	102.520000	104.130000	108.320000	115.020000	117.560000	122.150000	112.390000	
cg 	82.350000	82.990000	86.140000	88.070000	93.910000	94.380000	101.810000	102.700000	115.280000	117.020000	134.550000	123.580000	116.590000	115.590000	
dc 	83.130000	84.320000	85.080000	87.890000	95.330000	92.620000	102.580000	102.410000	113.350000	114.320000	114.460000	114.500000	116.010000	113.680000	
ep 	82.810000	82.710000	82.640000	84.750000	89.450000	87.200000	93.100000	94.740000	103.260000	102.860000	108.340000	122.480000	119.090000	125.830000	
ft 	82.230000	83.700000	84.700000	87.980000	94.830000	94.170000	102.770000	105.410000	121.040000	116.400000	164.930000	153.200000	252.430000	173.540000	
is 	81.050000	81.250000	82.180000	83.830000	87.870000	84.420000	87.790000	87.020000	84.550000	86.200000	88.950000	83.250000	148.700000	93.060000	
lu 	83.390000	83.950000	86.320000	87.610000	91.030000	91.400000	97.760000	98.650000	109.950000	112.710000	158.760000	128.440000	121.180000	110.010000	
mg 	81.970000	83.070000	84.170000	86.750000	91.910000	92.490000	103.210000	103.220000	101.710000	107.080000	123.900000	122.390000	117.810000	118.790000	
sp 	83.680000	83.430000	86.810000	90.340000	96.000000	96.200000	104.540000	109.450000	119.100000	118.730000	134.240000	145.310000	181.050000	153.200000	
ua 	83.510000	82.770000	84.480000	86.220000	89.850000	89.330000	94.250000	94.950000	106.340000	107.200000	125.210000	125.980000	121.270000	127.270000	
stress 	81.040000	81.900000	83.440000	84.810000	87.690000	88.910000	95.460000	94.470000	106.190000	106.760000	124.580000	126.890000	117.680000	131.000000	
