trial	chips_added_at_a_time	execution_time	edges	levels	diameter	ASPL	power	frequency	tempurature	picked_by	overlap
1	cradle	179.393095016	6	2	4	1.86666666667	41.9991	3200.0	43.75	temp	0.2
2	cradle	186.338140011	6	2	4	1.86666666667	41.9991	3200.0	43.75	temp	0.2
3	cradle	202.730661869	5	3	5	2.33333333333	56.7207	3600.0	43.78	temp	0.2
4	cradle	206.174335003	5	2	5	2.33333333333	56.7207	3600.0	43.2	temp	0.2
5	cradle	97.9191789627	5	2	5	2.33333333333	56.7207	3600.0	43.2	temp	0.2
6	cradle	98.9921498299	5	2	5	2.33333333333	56.7207	3600.0	43.33	temp	0.2
7	cradle	103.548167944	5	2	5	2.33333333333	56.7207	3600.0	43.2	temp	0.2
8	cradle	183.555394173	6	2	4	1.86666666667	41.9991	3200.0	43.75	temp	0.2
9	cradle	183.016757011	6	2	4	1.86666666667	41.9991	3200.0	43.75	temp	0.2
10	cradle	103.510461092	5	3	5	2.33333333333	56.7207	3600.0	43.76	temp	0.2
