trial	chips_added_at_a_time	execution_time	edges	levels	diameter	ASPL	power	frequency	tempurature	picked_by	overlap	numchips	candidates	alpha
8	1	200.119963884	5	3	5	2.33333333333	56.7207	3600.0	43.46	network	0.2	6	14	.5
9	1	210.143934965	5	2	3	1.86666666667	41.9991	3200.0	43.65	network	0.2	6	14	.5
10	1	170.30907011	6	3	3	1.8	56.7207	3600.0	45.25	network	0.2	6	14	.5
1	1	159.397135973	5	2	4	2.13333333333	56.7207	3600.0	46.36	network	0.2	6	14	.75
2	1	213.354773045	5	3	3	1.86666666667	56.7207	3600.0	48.16	network	0.2	6	14	.75
3	1	130.852688074	6	2	3	1.8	56.7207	3600.0	49.66	network	0.2	6	14	.75
4	1	215.064146042	5	4	4	2.13333333333	56.7207	3600.0	44.81	network	0.2	6	14	.75
5	1	200.375469923	5	3	3	1.86666666667	56.7207	3600.0	47.3	network	0.2	6	14	.75
6	1	185.308535814	5	3	3	1.86666666667	56.7207	3600.0	47.3	network	0.2	6	14	.75
7	1	197.346484184	6	2	3	1.73333333333	56.7207	3600.0	49.54	network	0.2	6	14	.75
8	1	145.675109863	5	3	4	2.06666666667	56.7207	3600.0	44.57	network	0.2	6	14	.75
9	1	173.123976946	5	3	4	2.13333333333	56.7207	3600.0	47.34	network	0.2	6	14	.75
10	1	171.075937986	5	2	3	1.86666666667	56.7207	3600.0	47.91	network	0.2	6	14	.75
1	1	226.516382933	6	3	3	1.73333333333	56.7207	3600.0	47.88	network	0.2	6	14	1
2	1	225.839975119	6	2	3	1.73333333333	56.7207	3600.0	49.54	network	0.2	6	14	1
3	1	224.254230976	6	3	3	1.73333333333	56.7207	3600.0	47.61	network	0.2	6	14	1
4	1	254.086246014	6	2	3	1.73333333333	41.9991	3200.0	43.37	network	0.2	6	14	1
5	1	224.28133297	6	2	3	1.73333333333	56.7207	3600.0	48.0	network	0.2	6	14	1
6	1	183.749001026	6	2	3	1.73333333333	56.7207	3600.0	48.0	network	0.2	6	14	1
7	1	226.196744204	6	3	3	1.73333333333	56.7207	3600.0	47.61	network	0.2	6	14	1
8	1	223.871087074	6	3	3	1.73333333333	56.7207	3600.0	47.61	network	0.2	6	14	1
9	1	238.980597973	6	3	3	1.73333333333	56.7207	3600.0	48.5	network	0.2	6	14	1
10	1	225.495589018	6	2	3	1.73333333333	41.9991	3200.0	43.93	network	0.2	6	14	1
1	3	339.752688885	10	4	5	2.33333333333	56.7207	3600.0	46.75	network	0.1	9	14	0
2	3	278.345439911	10	3	4	2.16666666667	56.7207	3600.0	48.24	network	0.1	9	14	0
3	3	131.991354942	9	3	5	2.5	56.7207	3600.0	47.41	network	0.1	9	14	0
4	3	263.594000101	8	3	6	2.83333333333	56.7207	3600.0	45.5	network	0.1	9	14	0
5	3	175.613094091	8	4	6	2.72222222222	56.7207	3600.0	45.01	network	0.1	9	14	0
6	3	296.551289797	9	2	4	2.33333333333	56.7207	3600.0	47.41	network	0.1	9	14	0
7	3	255.666788101	8	3	5	2.55555555556	56.7207	3600.0	48.59	network	0.1	9	14	0
8	3	170.859048843	8	3	5	2.55555555556	56.7207	3600.0	47.48	network	0.1	9	14	0
9	3	313.196628094	8	4	6	2.72222222222	41.9991	3200.0	43.51	network	0.1	9	14	0
10	3	316.053900957	8	4	7	3.0	56.7207	3600.0	49.74	network	0.1	9	14	0
1	3	266.340976	10	2	5	2.33333333333	56.7207	3600.0	48.05	network	0.1	9	14	.25
2	3	158.516720057	9	3	5	2.5	56.7207	3600.0	48.83	network	0.1	9	14	.25
3	3	133.895699978	9	4	5	2.5	56.7207	3600.0	48.23	network	0.1	9	14	.25
4	3	253.711688995	9	3	5	2.38888888889	41.9991	3200.0	44.59	network	0.1	9	14	.25
5	3	242.032503128	11	3	4	2.05555555556	56.7207	3600.0	49.35	network	0.1	9	14	.25
6	3	197.11341095	8	3	6	2.83333333333	56.7207	3600.0	46.72	network	0.1	9	14	.25
7	3	365.88833499	9	4	5	2.5	56.7207	3600.0	45.62	network	0.1	9	14	.25
8	3	171.527904987	10	3	5	2.22222222222	56.7207	3600.0	48.5	network	0.1	9	14	.25
9	3	243.402200937	9	3	5	2.33333333333	41.9991	3200.0	44.24	network	0.1	9	14	.25
10	3	159.091526985	9	3	6	2.66666666667	56.7207	3600.0	45.77	network	0.1	9	14	.25
1	3	395.222506046	10	4	5	2.33333333333	56.7207	3600.0	46.28	network	0.1	9	14	.5
2	3	315.55267787	8	4	6	2.66666666667	56.7207	3600.0	45.55	network	0.1	9	14	.5
3	3	266.803730011	10	4	5	2.27777777778	56.7207	3600.0	46.75	network	0.1	9	14	.5
4	3	347.721458197	8	4	5	2.66666666667	56.7207	3600.0	45.31	network	0.1	9	14	.5
5	3	317.403291941	10	3	6	2.44444444444	56.7207	3600.0	48.72	network	0.1	9	14	.5
6	3	294.544330835	9	4	6	2.66666666667	56.7207	3600.0	45.52	network	0.1	9	14	.5
7	3	286.720520973	10	4	6	2.44444444444	56.7207	3600.0	44.43	network	0.1	9	14	.5
8	3	252.134254932	8	5	6	2.77777777778	56.7207	3600.0	42.77	network	0.1	9	14	.5
9	3	318.28015995	8	3	6	2.72222222222	56.7207	3600.0	49.71	network	0.1	9	14	.5
10	3	265.890564919	11	3	4	2.11111111111	56.7207	3600.0	48.79	network	0.1	9	14	.5
1	3	297.621762991	8	3	5	2.66666666667	56.7207	3600.0	49.61	network	0.1	9	14	.75
2	3	357.620925903	10	3	5	2.33333333333	56.7207	3600.0	48.44	network	0.1	9	14	.75
3	3	353.144035101	9	3	4	2.33333333333	56.7207	3600.0	48.15	network	0.1	9	14	.75
4	3	292.34375	9	4	6	2.66666666667	56.7207	3600.0	43.69	network	0.1	9	14	.75
5	3	215.452121019	8	4	7	3.0	56.7207	3600.0	44.72	network	0.1	9	14	.75
6	3	343.592684031	10	4	5	2.27777777778	56.7207	3600.0	46.62	network	0.1	9	14	.75
7	3	178.863242149	11	3	5	2.22222222222	56.7207	3600.0	45.03	network	0.1	9	14	.75
8	3	310.035732031	9	4	5	2.33333333333	41.9991	3200.0	43.44	network	0.1	9	14	.75
9	3	146.023841858	9	2	6	2.66666666667	56.7207	3600.0	49.82	network	0.1	9	14	.75
10	3	143.861387968	8	3	5	2.66666666667	56.7207	3600.0	46.88	network	0.1	9	14	.75
1	3	236.734131098	11	3	4	2.05555555556	41.9991	3200.0	44.64	network	0.1	9	14	1
2	3	348.252388	9	2	4	2.22222222222	41.9991	3200.0	45.13	network	0.1	9	14	1
3	3	131.749392033	12	4	4	2.0	56.7207	3600.0	44.87	network	0.1	9	14	1
4	3	144.919109106	11	4	4	2.05555555556	56.7207	3600.0	46.12	network	0.1	9	14	1
5	3	309.604120016	9	3	4	2.22222222222	41.9991	3200.0	44.69	network	0.1	9	14	1
6	3	241.181355	10	3	4	2.11111111111	41.9991	3200.0	44.79	network	0.1	9	14	1
7	3	280.682589054	11	3	4	2.05555555556	56.7207	3600.0	47.9	network	0.1	9	14	1
8	3	366.622004032	10	3	4	2.11111111111	41.9991	3200.0	44.82	network	0.1	9	14	1
9	3	265.239669085	11	3	4	2.05555555556	56.7207	3600.0	48.78	network	0.1	9	14	1
10	3	241.845511198	10	3	4	2.11111111111	41.9991	3200.0	43.69	network	0.1	9	14	1
1	2	356.054108143	9	3	5	2.38888888889	56.7207	3600.0	47.18	network	0.1	9	14	0
2	2	174.017643929	10	3	5	2.33333333333	56.7207	3600.0	48.54	network	0.1	9	14	0
3	2	242.421344042	9	3	5	2.5	56.7207	3600.0	47.87	network	0.1	9	14	0
4	2	243.260890961	9	4	5	2.44444444444	56.7207	3600.0	46.29	network	0.1	9	14	0
5	2	488.426069975	9	2	5	2.38888888889	56.7207	3600.0	49.9	network	0.1	9	14	0
6	2	358.037828207	10	3	4	2.16666666667	56.7207	3600.0	48.5	network	0.1	9	14	0
7	2	325.240889072	9	2	5	2.38888888889	41.9991	3200.0	45.44	network	0.1	9	14	0
8	2	358.249630928	10	3	6	2.44444444444	56.7207	3600.0	47.69	network	0.1	9	14	0
9	2	223.753101826	8	4	7	3.05555555556	56.7207	3600.0	44.21	network	0.1	9	14	0
10	2	252.779929161	9	3	4	2.38888888889	56.7207	3600.0	48.81	network	0.1	9	14	0
1	2	318.938477039	9	3	5	2.33333333333	56.7207	3600.0	48.49	network	0.1	9	14	.25
2	2	320.157999992	8	3	6	2.88888888889	56.7207	3600.0	47.32	network	0.1	9	14	.25
3	2	191.05890584	8	3	7	3.0	56.7207	3600.0	43.6	network	0.1	9	14	.25
4	2	272.966629982	8	3	6	2.72222222222	41.9991	3200.0	44.08	network	0.1	9	14	.25
5	2	269.572783947	8	4	7	3.0	56.7207	3600.0	44.2	network	0.1	9	14	.25
6	2	199.526942015	10	3	5	2.27777777778	56.7207	3600.0	47.82	network	0.1	9	14	.25
7	2	352.158510208	9	4	5	2.33333333333	56.7207	3600.0	48.51	network	0.1	9	14	.25
8	2	170.15932107	10	2	5	2.27777777778	56.7207	3600.0	48.85	network	0.1	9	14	.25
9	2	253.927839994	8	4	5	2.72222222222	56.7207	3600.0	47.03	network	0.1	9	14	.25
10	2	514.445600986	9	3	5	2.55555555556	56.7207	3600.0	48.03	network	0.1	9	14	.25
1	2	231.115604877	9	3	4	2.27777777778	56.7207	3600.0	48.94	network	0.1	9	14	.5
2	2	456.49038291	8	4	6	2.83333333333	56.7207	3600.0	43.1	network	0.1	9	14	.5
3	2	258.470519066	8	2	5	2.66666666667	41.9991	3200.0	46.88	network	0.1	9	14	.5
4	2	320.230376005	9	3	5	2.5	56.7207	3600.0	48.01	network	0.1	9	14	.5
5	2	214.787798166	10	3	6	2.55555555556	56.7207	3600.0	48.66	network	0.1	9	14	.5
6	2	526.305356026	8	5	8	3.33333333333	56.7207	3600.0	47.08	network	0.1	9	14	.5
7	2	390.215239048	10	3	5	2.33333333333	41.9991	3200.0	43.85	network	0.1	9	14	.5
8	2	341.210613012	9	2	5	2.5	56.7207	3600.0	47.56	network	0.1	9	14	.5
9	2	289.768676996	10	3	4	2.16666666667	56.7207	3600.0	48.82	network	0.1	9	14	.5
10	2	211.902324915	9	4	5	2.38888888889	56.7207	3600.0	46.02	network	0.1	9	14	.5
1	2	211.508560181	10	3	5	2.27777777778	56.7207	3600.0	46.74	network	0.1	9	14	.75
2	2	322.264183044	9	4	7	3.0	56.7207	3600.0	43.58	network	0.1	9	14	.75
3	2	319.655130863	10	3	5	2.22222222222	56.7207	3600.0	48.27	network	0.1	9	14	.75
4	2	461.266606092	9	3	5	2.5	41.9991	3200.0	44.3	network	0.1	9	14	.75
5	2	379.341681957	8	4	6	2.83333333333	56.7207	3600.0	47.68	network	0.1	9	14	.75
6	2	344.356014967	10	4	4	2.16666666667	56.7207	3600.0	45.1	network	0.1	9	14	.75
7	2	184.651787996	8	2	6	2.88888888889	56.7207	3600.0	46.66	network	0.1	9	14	.75
8	2	444.441412926	8	3	4	2.44444444444	41.9991	3200.0	45.82	network	0.1	9	14	.75
9	2	518.601534843	8	3	6	2.72222222222	41.9991	3200.0	43.85	network	0.1	9	14	.75
10	2	189.452582121	8	3	6	2.72222222222	56.7207	3600.0	44.76	network	0.1	9	14	.75
1	2	489.885827065	12	3	4	2.0	56.7207	3600.0	48.99	network	0.1	9	14	1
2	2	467.343089104	11	2	4	2.05555555556	41.9991	3200.0	44.41	network	0.1	9	14	1
3	2	364.72777915	12	3	4	2.0	56.7207	3600.0	48.61	network	0.1	9	14	1
4	2	298.106538057	11	3	4	2.11111111111	56.7207	3600.0	46.56	network	0.1	9	14	1
5	2	284.722346067	10	3	4	2.11111111111	41.9991	3200.0	43.8	network	0.1	9	14	1
6	2	293.479016066	11	3	4	2.11111111111	56.7207	3600.0	46.6	network	0.1	9	14	1
7	2	308.557672024	12	3	4	2.0	56.7207	3600.0	48.6	network	0.1	9	14	1
8	2	461.84790206	10	3	4	2.11111111111	41.9991	3200.0	43.65	network	0.1	9	14	1
9	2	316.659230947	11	3	4	2.05555555556	56.7207	3600.0	48.7	network	0.1	9	14	1
10	2	326.540438175	11	3	4	2.05555555556	41.9991	3200.0	44.64	network	0.1	9	14	1
1	1	350.932456017	10	3	5	2.27777777778	56.7207	3600.0	46.68	network	0.1	9	14	0
2	1	638.926623106	9	4	5	2.44444444444	56.7207	3600.0	48.05	network	0.1	9	14	0
3	1	378.447779179	9	3	5	2.5	56.7207	3600.0	46.24	network	0.1	9	14	0
4	1	504.092943907	9	4	5	2.38888888889	56.7207	3600.0	48.76	network	0.1	9	14	0
5	1	475.00654006	10	4	6	2.44444444444	56.7207	3600.0	46.59	network	0.1	9	14	0
6	1	1008.60170913	9	3	4	2.33333333333	41.9991	3200.0	46.77	network	0.1	9	14	0
7	1	403.652325869	8	4	5	2.61111111111	56.7207	3600.0	46.13	network	0.1	9	14	0
8	1	413.183898926	8	3	7	3.05555555556	56.7207	3600.0	46.4	network	0.1	9	14	0
9	1	355.569971085	9	3	6	2.66666666667	56.7207	3600.0	48.19	network	0.1	9	14	0
10	1	650.147454023	10	3	4	2.16666666667	56.7207	3600.0	48.63	network	0.1	9	14	0
1	1	313.564285994	10	3	4	2.22222222222	56.7207	3600.0	49.44	network	0.1	9	14	.25
2	1	367.299595118	8	3	6	2.83333333333	56.7207	3600.0	45.01	network	0.1	9	14	.25
3	1	343.930305958	8	4	5	2.72222222222	56.7207	3600.0	45.35	network	0.1	9	14	.25
4	1	285.387619019	8	3	7	3.0	56.7207	3600.0	46.26	network	0.1	9	14	.25
5	1	502.58150506	8	3	6	2.88888888889	56.7207	3600.0	44.42	network	0.1	9	14	.25
6	1	401.649384022	10	2	5	2.33333333333	41.9991	3200.0	44.33	network	0.1	9	14	.25
7	1	418.330837011	8	4	5	2.55555555556	56.7207	3600.0	47.95	network	0.1	9	14	.25
8	1	576.453328848	9	3	4	2.33333333333	56.7207	3600.0	48.85	network	0.1	9	14	.25
9	1	390.974035978	9	3	5	2.5	56.7207	3600.0	49.21	network	0.1	9	14	.25
10	1	542.263272047	10	3	5	2.22222222222	56.7207	3600.0	48.89	network	0.1	9	14	.25
1	1	570.815663815	8	2	6	2.83333333333	41.9991	3200.0	44.22	network	0.1	9	14	.5
2	1	362.892488956	10	2	4	2.16666666667	56.7207	3600.0	48.46	network	0.1	9	14	.5
3	1	337.490858078	8	3	7	3.05555555556	56.7207	3600.0	46.88	network	0.1	9	14	.5
4	1	375.251965046	10	3	5	2.27777777778	56.7207	3600.0	47.82	network	0.1	9	14	.5
5	1	776.594002962	10	4	4	2.16666666667	56.7207	3600.0	49.48	network	0.1	9	14	.5
6	1	594.547935963	9	3	7	2.88888888889	56.7207	3600.0	47.35	network	0.1	9	14	.5
7	1	805.073442936	9	3	6	2.55555555556	41.9991	3200.0	44.54	network	0.1	9	14	.5
8	1	470.562737942	9	2	5	2.5	41.9991	3200.0	44.61	network	0.1	9	14	.5
9	1	336.312397003	9	2	6	2.55555555556	56.7207	3600.0	47.74	network	0.1	9	14	.5
10	1	559.826129913	9	4	5	2.33333333333	56.7207	3600.0	48.99	network	0.1	9	14	.5
1	1	507.285425901	10	4	4	2.11111111111	56.7207	3600.0	45.91	network	0.1	9	14	.75
2	1	370.756659031	8	4	8	3.33333333333	56.7207	3600.0	44.21	network	0.1	9	14	.75
3	1	488.910714865	8	4	6	3.0	56.7207	3600.0	44.87	network	0.1	9	14	.75
4	1	325.633907795	10	2	4	2.22222222222	56.7207	3600.0	49.81	network	0.1	9	14	.75
5	1	380.888777971	9	2	5	2.38888888889	56.7207	3600.0	49.78	network	0.1	9	14	.75
6	1	848.027246952	9	3	6	2.66666666667	56.7207	3600.0	45.94	network	0.1	9	14	.75
7	1	567.486456156	9	3	5	2.38888888889	41.9991	3200.0	45.12	network	0.1	9	14	.75
8	1	350.133516073	9	3	5	2.61111111111	56.7207	3600.0	46.69	network	0.1	9	14	.75
9	1	692.50265193	9	3	5	2.33333333333	41.9991	3200.0	43.8	network	0.1	9	14	.75
10	1	782.407529831	10	4	5	2.33333333333	56.7207	3600.0	44.02	network	0.1	9	14	.75
1	1	646.316578865	11	3	4	2.05555555556	56.7207	3600.0	47.28	network	0.1	9	14	1
2	1	694.041334152	11	3	4	2.05555555556	56.7207	3600.0	48.78	network	0.1	9	14	1
3	1	589.195502043	11	3	4	2.05555555556	56.7207	3600.0	49.57	network	0.1	9	14	1
4	1	517.871269941	11	3	4	2.05555555556	41.9991	3200.0	43.42	network	0.1	9	14	1
5	1	558.632937908	11	3	4	2.05555555556	56.7207	3600.0	48.87	network	0.1	9	14	1
6	1	551.234812975	11	3	4	2.05555555556	56.7207	3600.0	46.6	network	0.1	9	14	1
7	1	726.501865149	11	3	4	2.05555555556	41.9991	3200.0	44.59	network	0.1	9	14	1
8	1	762.355388165	11	3	4	2.05555555556	56.7207	3600.0	48.17	network	0.1	9	14	1
9	1	612.078366995	11	3	4	2.05555555556	56.7207	3600.0	46.6	network	0.1	9	14	1
10	1	601.950322866	11	3	4	2.05555555556	56.7207	3600.0	48.61	network	0.1	9	14	1
1	3	80.1544041634	5	3	4	2.06666666667	56.7207	3600.0	42.54	network	0.1	6	14	0
2	3	59.9432940483	5	3	3	1.93333333333	56.7207	3600.0	43.68	network	0.1	6	14	0
3	3	83.5165839195	6	3	3	1.8	56.7207	3600.0	44.14	network	0.1	6	14	0
4	3	91.79154706	5	2	4	2.13333333333	56.7207	3600.0	45.38	network	0.1	6	14	0
5	3	65.523619175	7	3	3	1.66666666667	56.7207	3600.0	44.16	network	0.1	6	14	0
6	3	88.684166193	5	4	5	2.33333333333	56.7207	3600.0	42.12	network	0.1	6	14	0
7	3	107.655893087	5	2	5	2.33333333333	56.7207	3600.0	44.5	network	0.1	6	14	0
8	3	72.5047419071	5	3	4	2.06666666667	56.7207	3600.0	47.82	network	0.1	6	14	0
9	3	108.718508959	5	3	5	2.33333333333	56.7207	3600.0	39.43	network	0.1	6	14	0
10	3	68.3755350113	5	2	4	2.06666666667	56.7207	3600.0	49.11	network	0.1	6	14	0
1	3	67.3490638733	5	2	3	1.86666666667	56.7207	3600.0	47.17	network	0.1	6	14	.25
2	3	65.8812391758	6	3	4	1.93333333333	56.7207	3600.0	44.52	network	0.1	6	14	.25
3	3	92.045320034	5	2	5	2.33333333333	56.7207	3600.0	43.72	network	0.1	6	14	.25
4	3	65.7222321033	6	2	4	1.93333333333	56.7207	3600.0	46.23	network	0.1	6	14	.25
5	3	85.0051848888	5	3	4	2.13333333333	56.7207	3600.0	46.63	network	0.1	6	14	.25
6	3	99.3792369366	5	3	4	2.13333333333	56.7207	3600.0	44.3	network	0.1	6	14	.25
7	3	91.4960718155	5	2	5	2.33333333333	56.7207	3600.0	42.64	network	0.1	6	14	.25
8	3	132.813040972	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	.25
9	3	81.2539968491	5	3	3	1.86666666667	56.7207	3600.0	45.74	network	0.1	6	14	.25
10	3	83.277919054	5	4	4	2.06666666667	56.7207	3600.0	44.07	network	0.1	6	14	.25
1	3	66.3283231258	5	3	3	1.93333333333	56.7207	3600.0	42.7	network	0.1	6	14	.5
2	3	99.5495870113	6	2	4	1.86666666667	56.7207	3600.0	44.38	network	0.1	6	14	.5
3	3	67.5435619354	5	4	4	2.13333333333	56.7207	3600.0	42.97	network	0.1	6	14	.5
4	3	74.3155100346	5	2	5	2.33333333333	56.7207	3600.0	42.94	network	0.1	6	14	.5
5	3	64.6148431301	5	4	4	2.06666666667	56.7207	3600.0	41.5	network	0.1	6	14	.5
6	3	87.6375901699	6	3	4	1.93333333333	56.7207	3600.0	44.36	network	0.1	6	14	.5
7	3	74.4300069809	6	3	3	1.73333333333	56.7207	3600.0	45.16	network	0.1	6	14	.5
8	3	78.4641599655	6	3	3	1.8	56.7207	3600.0	44.08	network	0.1	6	14	.5
9	3	74.393832922	5	3	4	2.13333333333	56.7207	3600.0	41.33	network	0.1	6	14	.5
10	3	83.4890420437	5	3	3	1.86666666667	56.7207	3600.0	45.55	network	0.1	6	14	.5
1	3	62.3093788624	5	2	3	1.86666666667	56.7207	3600.0	43.33	network	0.1	6	14	.75
2	3	88.7167639732	5	2	4	2.13333333333	56.7207	3600.0	45.19	network	0.1	6	14	.75
3	3	90.2619330883	5	2	3	1.86666666667	56.7207	3600.0	43.74	network	0.1	6	14	.75
4	3	67.4812040329	5	3	4	2.13333333333	56.7207	3600.0	45.18	network	0.1	6	14	.75
5	3	76.9062218666	5	3	4	2.06666666667	56.7207	3600.0	41.79	network	0.1	6	14	.75
6	3	66.3409910202	5	3	4	2.13333333333	56.7207	3600.0	41.85	network	0.1	6	14	.75
7	3	64.7276549339	5	4	5	2.33333333333	56.7207	3600.0	40.05	network	0.1	6	14	.75
8	3	76.4969170094	5	2	4	2.13333333333	56.7207	3600.0	44.44	network	0.1	6	14	.75
9	3	93.3645699024	5	3	4	2.06666666667	56.7207	3600.0	47.62	network	0.1	6	14	.75
10	3	98.9460530281	5	4	4	2.06666666667	56.7207	3600.0	42.4	network	0.1	6	14	.75
1	3	81.8340470791	7	2	3	1.66666666667	56.7207	3600.0	44.15	network	0.1	6	14	1
2	3	75.8203251362	6	3	3	1.73333333333	56.7207	3600.0	45.03	network	0.1	6	14	1
3	3	122.178989887	6	3	3	1.73333333333	56.7207	3600.0	45.16	network	0.1	6	14	1
4	3	79.5140509605	6	2	3	1.73333333333	56.7207	3600.0	46.36	network	0.1	6	14	1
5	3	93.7080059052	6	3	3	1.73333333333	56.7207	3600.0	45.16	network	0.1	6	14	1
6	3	94.592869997	7	2	3	1.66666666667	56.7207	3600.0	45.48	network	0.1	6	14	1
7	3	80.9490618706	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	1
8	3	67.6317670345	6	2	3	1.73333333333	56.7207	3600.0	44.35	network	0.1	6	14	1
9	3	91.0463299751	6	2	3	1.8	56.7207	3600.0	44.89	network	0.1	6	14	1
10	3	67.152864933	6	2	3	1.73333333333	56.7207	3600.0	46.6	network	0.1	6	14	1
1	2	109.773574114	5	2	4	2.13333333333	56.7207	3600.0	44.2	network	0.1	6	14	0
2	2	133.677404881	5	3	4	2.13333333333	56.7207	3600.0	46.52	network	0.1	6	14	0
3	2	136.831241846	5	3	5	2.33333333333	56.7207	3600.0	40.51	network	0.1	6	14	0
4	2	136.956655979	5	3	4	2.06666666667	56.7207	3600.0	41.61	network	0.1	6	14	0
5	2	131.91449213	5	3	4	2.06666666667	56.7207	3600.0	42.17	network	0.1	6	14	0
6	2	127.151501894	5	3	4	2.06666666667	56.7207	3600.0	45.05	network	0.1	6	14	0
7	2	165.320934057	6	3	3	1.8	56.7207	3600.0	42.31	network	0.1	6	14	0
8	2	131.180273056	6	3	4	1.93333333333	56.7207	3600.0	44.41	network	0.1	6	14	0
9	2	151.512027979	5	3	4	2.06666666667	56.7207	3600.0	47.39	network	0.1	6	14	0
10	2	146.545976877	6	3	3	1.8	56.7207	3600.0	43.4	network	0.1	6	14	0
1	2	120.796736002	5	2	3	1.86666666667	56.7207	3600.0	45.87	network	0.1	6	14	.25
2	2	145.34752202	5	3	5	2.33333333333	56.7207	3600.0	43.06	network	0.1	6	14	.25
3	2	123.434831142	5	2	3	1.86666666667	56.7207	3600.0	47.17	network	0.1	6	14	.25
4	2	123.106534004	6	3	3	1.73333333333	56.7207	3600.0	42.62	network	0.1	6	14	.25
5	2	117.334467888	5	2	3	1.86666666667	56.7207	3600.0	47.12	network	0.1	6	14	.25
6	2	123.898266077	5	2	4	2.13333333333	56.7207	3600.0	43.62	network	0.1	6	14	.25
7	2	133.006584883	5	2	4	2.06666666667	56.7207	3600.0	43.02	network	0.1	6	14	.25
8	2	125.535309076	6	3	3	1.8	56.7207	3600.0	43.4	network	0.1	6	14	.25
9	2	106.218282938	6	3	3	1.8	56.7207	3600.0	43.5	network	0.1	6	14	.25
10	2	123.368784189	5	3	4	2.06666666667	56.7207	3600.0	42.21	network	0.1	6	14	.25
1	2	132.306088924	5	3	4	2.06666666667	56.7207	3600.0	42.28	network	0.1	6	14	.5
2	2	111.99198103	5	2	4	2.13333333333	56.7207	3600.0	44.91	network	0.1	6	14	.5
3	2	123.190433979	5	2	4	2.06666666667	56.7207	3600.0	44.02	network	0.1	6	14	.5
4	2	160.969269991	5	3	4	2.13333333333	56.7207	3600.0	42.79	network	0.1	6	14	.5
5	2	171.829283953	5	4	4	2.06666666667	56.7207	3600.0	41.73	network	0.1	6	14	.5
6	2	153.470249176	6	3	3	1.8	56.7207	3600.0	43.4	network	0.1	6	14	.5
7	2	117.219998121	6	3	3	1.8	56.7207	3600.0	42.15	network	0.1	6	14	.5
8	2	136.722852945	6	3	4	1.86666666667	56.7207	3600.0	42.22	network	0.1	6	14	.5
9	2	110.029828072	5	3	4	2.13333333333	56.7207	3600.0	42.09	network	0.1	6	14	.5
10	2	124.245620012	6	2	3	1.8	56.7207	3600.0	45.78	network	0.1	6	14	.5
1	2	199.187077045	5	4	4	2.06666666667	56.7207	3600.0	40.18	network	0.1	6	14	.75
2	2	137.521140099	5	3	4	2.06666666667	56.7207	3600.0	45.52	network	0.1	6	14	.75
3	2	183.781079054	6	3	4	1.93333333333	56.7207	3600.0	47.46	network	0.1	6	14	.75
4	2	187.887049198	5	2	4	2.06666666667	56.7207	3600.0	49.9	network	0.1	6	14	.75
5	2	134.829586983	6	3	3	1.8	56.7207	3600.0	43.55	network	0.1	6	14	.75
6	2	173.240241051	5	2	3	1.86666666667	56.7207	3600.0	43.33	network	0.1	6	14	.75
7	2	138.428395987	6	3	4	1.93333333333	56.7207	3600.0	44.36	network	0.1	6	14	.75
8	2	139.953565836	5	3	4	2.13333333333	56.7207	3600.0	41.23	network	0.1	6	14	.75
9	2	126.42695117	5	2	3	1.86666666667	56.7207	3600.0	47.12	network	0.1	6	14	.75
10	2	104.925061941	7	3	3	1.66666666667	56.7207	3600.0	42.12	network	0.1	6	14	.75
1	2	109.755555153	6	2	3	1.73333333333	56.7207	3600.0	46.36	network	0.1	6	14	1
2	2	146.800107002	7	3	3	1.66666666667	56.7207	3600.0	44.49	network	0.1	6	14	1
3	2	190.163064957	6	3	3	1.73333333333	56.7207	3600.0	45.03	network	0.1	6	14	1
4	2	150.758954048	6	2	3	1.73333333333	56.7207	3600.0	44.35	network	0.1	6	14	1
5	2	126.10630703	6	2	3	1.73333333333	56.7207	3600.0	44.35	network	0.1	6	14	1
6	2	178.619971991	6	2	3	1.73333333333	56.7207	3600.0	44.35	network	0.1	6	14	1
7	2	149.200402975	7	3	3	1.66666666667	56.7207	3600.0	44.49	network	0.1	6	14	1
8	2	130.571382999	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	1
9	2	127.36593914	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	1
10	2	157.268207073	7	3	3	1.66666666667	56.7207	3600.0	44.49	network	0.1	6	14	1
1	1	210.399182796	5	3	3	1.86666666667	56.7207	3600.0	42.63	network	0.1	6	14	0
2	1	211.971185923	5	3	3	1.93333333333	56.7207	3600.0	43.52	network	0.1	6	14	0
3	1	202.444215059	5	3	4	2.06666666667	56.7207	3600.0	45.04	network	0.1	6	14	0
4	1	219.110765934	5	3	4	2.13333333333	56.7207	3600.0	43.47	network	0.1	6	14	0
5	1	157.251224041	5	2	4	2.13333333333	56.7207	3600.0	44.35	network	0.1	6	14	0
6	1	216.657023907	5	3	3	1.86666666667	56.7207	3600.0	45.55	network	0.1	6	14	0
7	1	184.768897772	5	3	4	2.13333333333	56.7207	3600.0	43.75	network	0.1	6	14	0
8	1	224.203546047	5	3	4	2.06666666667	56.7207	3600.0	44.45	network	0.1	6	14	0
9	1	238.752125025	5	2	3	1.86666666667	41.9991	3200.0	43.44	network	0.1	6	14	0
