trial	chips_added_at_a_time	execution_time	edges	levels	diameter	ASPL	power	frequency	tempurature	picked_by	overlap	numchips	candidates	alpha
10	1	172.646806002	5	2	4	2.06666666667	56.7207	3600.0	43.64	network	0.1	6	14	0
1	1	230.801867962	6	3	3	1.8	56.7207	3600.0	42.31	network	0.1	6	14	.25
2	1	181.39022994	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	.25
3	1	202.981932163	5	3	5	2.33333333333	56.7207	3600.0	40.21	network	0.1	6	14	.25
4	1	269.986544847	5	4	5	2.33333333333	56.7207	3600.0	40.87	network	0.1	6	14	.25
5	1	176.27604413	5	2	3	1.86666666667	56.7207	3600.0	47.12	network	0.1	6	14	.25
6	1	149.132570028	6	3	3	1.8	56.7207	3600.0	44.44	network	0.1	6	14	.25
7	1	203.888338089	5	3	4	2.06666666667	56.7207	3600.0	44.41	network	0.1	6	14	.25
8	1	200.877359152	6	3	4	1.93333333333	56.7207	3600.0	45.99	network	0.1	6	14	.25
9	1	187.314709902	5	4	4	2.13333333333	56.7207	3600.0	40.03	network	0.1	6	14	.25
10	1	193.906208038	5	3	4	2.06666666667	56.7207	3600.0	43.15	network	0.1	6	14	.25
1	1	214.907328129	5	3	3	1.93333333333	56.7207	3600.0	44.4	network	0.1	6	14	.5
2	1	154.925399065	5	2	3	1.86666666667	56.7207	3600.0	47.12	network	0.1	6	14	.5
3	1	211.54073	5	3	5	2.33333333333	56.7207	3600.0	46.11	network	0.1	6	14	.5
4	1	212.672177076	5	3	5	2.33333333333	56.7207	3600.0	40.83	network	0.1	6	14	.5
5	1	182.439146996	6	3	3	1.8	56.7207	3600.0	44.16	network	0.1	6	14	.5
6	1	169.760406971	5	3	5	2.33333333333	56.7207	3600.0	40.65	network	0.1	6	14	.5
7	1	181.219393969	7	3	3	1.66666666667	56.7207	3600.0	42.33	network	0.1	6	14	.5
8	1	250.327316046	5	4	5	2.33333333333	56.7207	3600.0	40.05	network	0.1	6	14	.5
9	1	208.854998827	6	3	4	1.93333333333	56.7207	3600.0	47.46	network	0.1	6	14	.5
10	1	223.25484395	5	3	4	2.13333333333	56.7207	3600.0	41.13	network	0.1	6	14	.5
1	1	236.779857874	5	3	4	2.13333333333	56.7207	3600.0	41.9	network	0.1	6	14	.75
2	1	145.14171195	5	2	4	2.06666666667	56.7207	3600.0	44.97	network	0.1	6	14	.75
3	1	219.261190891	5	3	4	2.06666666667	56.7207	3600.0	41.73	network	0.1	6	14	.75
4	1	178.368412018	5	3	4	2.13333333333	56.7207	3600.0	42.45	network	0.1	6	14	.75
5	1	167.395540953	5	3	3	1.93333333333	56.7207	3600.0	44.21	network	0.1	6	14	.75
6	1	247.146741867	5	4	5	2.33333333333	56.7207	3600.0	40.7	network	0.1	6	14	.75
7	1	202.346421003	5	2	4	2.06666666667	41.9991	3200.0	44.28	network	0.1	6	14	.75
8	1	197.967715979	5	3	3	1.86666666667	56.7207	3600.0	44.98	network	0.1	6	14	.75
9	1	184.950392008	6	4	4	1.86666666667	56.7207	3600.0	40.16	network	0.1	6	14	.75
10	1	271.942307949	5	4	4	2.13333333333	56.7207	3600.0	42.25	network	0.1	6	14	.75
1	1	188.608924866	6	3	3	1.73333333333	56.7207	3600.0	45.65	network	0.1	6	14	1
2	1	176.825658083	6	2	3	1.73333333333	56.7207	3600.0	46.36	network	0.1	6	14	1
3	1	211.864938021	6	3	3	1.73333333333	56.7207	3600.0	42.62	network	0.1	6	14	1
4	1	206.552706003	6	2	3	1.73333333333	56.7207	3600.0	47.11	network	0.1	6	14	1
5	1	211.48159194	6	3	3	1.73333333333	56.7207	3600.0	45.16	network	0.1	6	14	1
6	1	191.633616924	7	3	3	1.66666666667	56.7207	3600.0	43.97	network	0.1	6	14	1
7	1	220.132813931	6	2	3	1.73333333333	56.7207	3600.0	44.35	network	0.1	6	14	1
8	1	191.443037987	6	2	3	1.73333333333	56.7207	3600.0	47.11	network	0.1	6	14	1
9	1	174.973181009	6	3	3	1.73333333333	56.7207	3600.0	45.03	network	0.1	6	14	1
10	1	223.048877954	6	3	3	1.73333333333	56.7207	3600.0	45.16	network	0.1	6	14	1
1	3	168.98163414	8	4	7	3.05555555556	56.7207	3600.0	42.31	temp	0.2	9	14	0
2	3	418.449569941	8	5	8	3.33333333333	56.7207	3600.0	43.2	temp	0.2	9	14	0
3	3	331.789808989	9	3	6	2.55555555556	41.9991	3200.0	43.56	temp	0.2	9	14	0
4	3	424.149785995	8	4	6	2.77777777778	41.9991	3200.0	43.43	temp	0.2	9	14	0
5	3	419.957857847	9	3	6	2.77777777778	41.9991	3200.0	43.59	temp	0.2	9	14	0
6	3	491.290405989	10	3	5	2.27777777778	41.9991	3200.0	44.08	temp	0.2	9	14	0
7	3	464.513194084	10	3	4	2.16666666667	41.9991	3200.0	44.47	temp	0.2	9	14	0
8	3	495.333343983	11	2	5	2.16666666667	41.9991	3200.0	44.48	temp	0.2	9	14	0
9	3	211.415729046	8	4	6	2.88888888889	56.7207	3600.0	44.41	temp	0.2	9	14	0
10	3	499.700895071	11	3	4	2.05555555556	41.9991	3200.0	44.69	temp	0.2	9	14	0
1	3	189.054615021	9	4	7	2.88888888889	56.7207	3600.0	44.06	temp	0.2	9	14	.25
2	3	422.369194984	8	4	5	2.66666666667	41.9991	3200.0	43.48	temp	0.2	9	14	.25
3	3	503.818612099	9	3	5	2.5	41.9991	3200.0	44.3	temp	0.2	9	14	.25
4	3	215.868045092	8	6	7	3.16666666667	56.7207	3600.0	43.65	temp	0.2	9	14	.25
5	3	384.576002836	8	3	6	2.72222222222	41.9991	3200.0	43.73	temp	0.2	9	14	.25
6	3	376.163770914	8	4	5	2.44444444444	41.9991	3200.0	43.58	temp	0.2	9	14	.25
7	3	454.470489025	8	3	5	2.66666666667	41.9991	3200.0	43.65	temp	0.2	9	14	.25
8	3	439.478756189	10	4	5	2.38888888889	41.9991	3200.0	44.06	temp	0.2	9	14	.25
9	3	331.52448988	8	6	7	3.16666666667	56.7207	3600.0	43.09	temp	0.2	9	14	.25
10	3	486.547507048	9	2	6	2.66666666667	41.9991	3200.0	44.26	temp	0.2	9	14	.25
1	3	241.239715099	8	7	8	3.33333333333	56.7207	3600.0	41.02	temp	0.2	9	14	.5
2	3	497.545655966	8	3	5	2.55555555556	41.9991	3200.0	44.27	temp	0.2	9	14	.5
3	3	434.408975124	8	4	5	2.66666666667	41.9991	3200.0	43.53	temp	0.2	9	14	.5
4	3	303.129987001	8	6	7	3.0	56.7207	3600.0	42.32	temp	0.2	9	14	.5
5	3	540.436809063	10	3	6	2.44444444444	41.9991	3200.0	43.74	temp	0.2	9	14	.5
6	3	367.529431105	8	3	6	2.77777777778	41.9991	3200.0	44.58	temp	0.2	9	14	.5
7	3	249.857300043	9	3	5	2.44444444444	41.9991	3200.0	43.99	temp	0.2	9	14	.5
8	3	251.732168913	8	5	6	2.72222222222	56.7207	3600.0	43.2	temp	0.2	9	14	.5
9	3	279.162122965	9	3	5	2.5	41.9991	3200.0	43.86	temp	0.2	9	14	.5
10	3	390.67423892	8	3	7	3.0	41.9991	3200.0	43.56	temp	0.2	9	14	.5
1	3	246.407161951	8	5	8	3.33333333333	56.7207	3600.0	43.32	temp	0.2	9	14	.75
2	3	181.775681973	8	5	8	3.33333333333	56.7207	3600.0	42.24	temp	0.2	9	14	.75
3	3	384.645462036	9	4	5	2.33333333333	41.9991	3200.0	43.48	temp	0.2	9	14	.75
4	3	807.393223047	8	6	7	3.05555555556	41.9991	3200.0	43.46	temp	0.2	9	14	.75
5	3	278.709980011	9	3	5	2.5	41.9991	3200.0	43.99	temp	0.2	9	14	.75
6	3	746.146569014	10	4	5	2.44444444444	41.9991	3200.0	43.44	temp	0.2	9	14	.75
7	3	267.406270027	9	3	5	2.55555555556	41.9991	3200.0	43.75	temp	0.2	9	14	.75
8	3	274.581716061	8	6	6	2.83333333333	56.7207	3600.0	44.25	temp	0.2	9	14	.75
9	3	456.757768869	8	6	8	3.33333333333	56.7207	3600.0	43.74	temp	0.2	9	14	.75
10	3	162.082958937	8	4	6	2.88888888889	56.7207	3600.0	44.23	temp	0.2	9	14	.75
1	3	530.822827101	10	3	4	2.16666666667	41.9991	3200.0	47.01	temp	0.2	9	14	1
2	3	354.491798878	11	3	4	2.11111111111	41.9991	3200.0	45.11	temp	0.2	9	14	1
3	3	710.714850187	11	3	4	2.05555555556	41.9991	3200.0	46.28	temp	0.2	9	14	1
4	3	481.654335976	11	3	4	2.11111111111	41.9991	3200.0	45.29	temp	0.2	9	14	1
5	3	740.724456787	10	3	4	2.11111111111	41.9991	3200.0	44.55	temp	0.2	9	14	1
6	3	581.586745024	11	3	4	2.05555555556	41.9991	3200.0	46.65	temp	0.2	9	14	1
7	3	782.154631138	11	3	4	2.05555555556	41.9991	3200.0	46.39	temp	0.2	9	14	1
8	3	499.867922068	11	3	4	2.05555555556	41.9991	3200.0	44.66	temp	0.2	9	14	1
9	3	473.956146002	11	3	4	2.11111111111	41.9991	3200.0	45.78	temp	0.2	9	14	1
10	3	498.980885029	10	3	4	2.11111111111	41.9991	3200.0	46.0	temp	0.2	9	14	1
1	2	452.995128155	8	6	7	3.16666666667	56.7207	3600.0	42.49	temp	0.2	9	14	0
2	2	215.747398853	8	4	6	2.88888888889	56.7207	3600.0	46.35	temp	0.2	9	14	0
3	2	346.879689932	8	3	7	3.05555555556	41.9991	3200.0	43.51	temp	0.2	9	14	0
4	2	353.428431034	8	3	7	3.16666666667	41.9991	3200.0	43.27	temp	0.2	9	14	0
5	2	424.057115078	8	6	7	3.05555555556	56.7207	3600.0	42.33	temp	0.2	9	14	0
6	2	393.187507868	8	5	7	3.0	56.7207	3600.0	44.12	temp	0.2	9	14	0
7	2	327.59021306	8	3	6	2.72222222222	41.9991	3200.0	43.62	temp	0.2	9	14	0
8	2	267.005154848	8	5	7	3.05555555556	56.7207	3600.0	44.09	temp	0.2	9	14	0
9	2	299.027122974	9	5	7	2.83333333333	56.7207	3600.0	45.09	temp	0.2	9	14	0
10	2	349.306885958	8	5	8	3.33333333333	56.7207	3600.0	41.95	temp	0.2	9	14	0
1	2	220.527256012	8	3	8	3.33333333333	56.7207	3600.0	43.82	temp	0.2	9	14	.25
2	2	227.222918034	8	3	7	3.05555555556	56.7207	3600.0	45.85	temp	0.2	9	14	.25
3	2	230.175107002	8	4	7	3.05555555556	56.7207	3600.0	45.02	temp	0.2	9	14	.25
4	2	287.536312103	8	4	8	3.33333333333	56.7207	3600.0	44.53	temp	0.2	9	14	.25
5	2	307.686424017	8	4	7	3.16666666667	56.7207	3600.0	43.95	temp	0.2	9	14	.25
6	2	363.659438133	9	3	5	2.5	41.9991	3200.0	43.75	temp	0.2	9	14	.25
7	2	322.904041052	8	3	5	2.66666666667	41.9991	3200.0	44.11	temp	0.2	9	14	.25
8	2	268.35542202	8	4	8	3.33333333333	56.7207	3600.0	44.28	temp	0.2	9	14	.25
9	2	269.938097	8	4	8	3.33333333333	56.7207	3600.0	44.37	temp	0.2	9	14	.25
10	2	388.421178102	8	5	8	3.33333333333	56.7207	3600.0	42.86	temp	0.2	9	14	.25
1	2	283.705794096	8	5	7	3.0	56.7207	3600.0	43.13	temp	0.2	9	14	.5
2	2	237.016513109	8	3	6	2.77777777778	56.7207	3600.0	46.76	temp	0.2	9	14	.5
3	2	452.813798189	8	6	6	2.88888888889	56.7207	3600.0	42.35	temp	0.2	9	14	.5
4	2	371.655236006	8	3	7	3.05555555556	41.9991	3200.0	43.39	temp	0.2	9	14	.5
5	2	451.696732998	8	4	7	3.16666666667	41.9991	3200.0	43.4	temp	0.2	9	14	.5
6	2	280.228320122	9	5	6	2.61111111111	56.7207	3600.0	43.61	temp	0.2	9	14	.5
7	2	229.225136042	8	3	7	3.05555555556	56.7207	3600.0	45.12	temp	0.2	9	14	.5
8	2	219.981639147	8	5	8	3.33333333333	56.7207	3600.0	40.89	temp	0.2	9	14	.5
9	2	415.620785952	8	5	6	2.83333333333	56.7207	3600.0	43.37	temp	0.2	9	14	.5
10	2	323.519389153	8	4	7	3.05555555556	56.7207	3600.0	42.92	temp	0.2	9	14	.5
1	2	321.752010822	9	3	5	2.5	41.9991	3200.0	43.75	temp	0.2	9	14	.75
2	2	243.941940069	8	5	7	3.05555555556	56.7207	3600.0	41.92	temp	0.2	9	14	.75
3	2	290.55111289	8	4	8	3.33333333333	56.7207	3600.0	43.23	temp	0.2	9	14	.75
4	2	267.542391062	9	4	6	2.61111111111	56.7207	3600.0	46.43	temp	0.2	9	14	.75
5	2	335.89804101	9	3	6	2.66666666667	41.9991	3200.0	43.86	temp	0.2	9	14	.75
6	2	229.19836092	8	4	7	3.0	56.7207	3600.0	44.14	temp	0.2	9	14	.75
7	2	359.527230978	8	5	8	3.33333333333	56.7207	3600.0	44.29	temp	0.2	9	14	.75
8	2	274.636493921	8	5	7	3.0	56.7207	3600.0	45.09	temp	0.2	9	14	.75
9	2	428.967376947	8	5	7	3.05555555556	56.7207	3600.0	45.84	temp	0.2	9	14	.75
10	2	340.821907043	9	6	7	2.83333333333	56.7207	3600.0	44.62	temp	0.2	9	14	.75
1	2	591.19728303	11	3	4	2.05555555556	41.9991	3200.0	46.16	temp	0.2	9	14	1
2	2	801.682275057	12	3	4	2.0	41.9991	3200.0	45.23	temp	0.2	9	14	1
3	2	795.677206993	11	3	4	2.05555555556	41.9991	3200.0	45.23	temp	0.2	9	14	1
4	2	819.216556072	11	3	4	2.05555555556	41.9991	3200.0	47.48	temp	0.2	9	14	1
5	2	709.884086132	11	3	4	2.11111111111	41.9991	3200.0	45.22	temp	0.2	9	14	1
6	2	861.806088924	9	4	4	2.22222222222	41.9991	3200.0	45.38	temp	0.2	9	14	1
7	2	634.491132975	10	3	4	2.16666666667	56.7207	3600.0	49.71	temp	0.2	9	14	1
8	2	764.291976929	11	3	4	2.05555555556	41.9991	3200.0	46.82	temp	0.2	9	14	1
9	2	735.508512974	12	3	4	2.0	41.9991	3200.0	45.05	temp	0.2	9	14	1
10	2	580.555789948	11	3	4	2.05555555556	41.9991	3200.0	45.88	temp	0.2	9	14	1
1	1	569.206779957	9	4	7	3.0	56.7207	3600.0	44.53	temp	0.2	9	14	0
2	1	526.656223059	8	4	7	3.16666666667	56.7207	3600.0	43.66	temp	0.2	9	14	0
3	1	596.218255997	8	4	8	3.33333333333	56.7207	3600.0	43.21	temp	0.2	9	14	0
4	1	1028.6480732	8	7	8	3.33333333333	56.7207	3600.0	44.14	temp	0.2	9	14	0
5	1	1014.15354991	8	6	7	3.05555555556	56.7207	3600.0	42.0	temp	0.2	9	14	0
6	1	801.677659035	8	5	8	3.33333333333	56.7207	3600.0	42.2	temp	0.2	9	14	0
7	1	620.844628096	8	6	8	3.33333333333	56.7207	3600.0	43.08	temp	0.2	9	14	0
8	1	644.375988007	8	5	8	3.33333333333	56.7207	3600.0	44.33	temp	0.2	9	14	0
9	1	821.248529196	8	6	8	3.33333333333	56.7207	3600.0	43.72	temp	0.2	9	14	0
10	1	1095.17076612	8	7	8	3.33333333333	56.7207	3600.0	44.24	temp	0.2	9	14	0
1	1	598.983667135	8	4	8	3.33333333333	56.7207	3600.0	44.66	temp	0.2	9	14	.25
2	1	850.076323032	8	7	8	3.33333333333	56.7207	3600.0	44.02	temp	0.2	9	14	.25
3	1	1029.61476898	8	7	7	3.05555555556	56.7207	3600.0	40.97	temp	0.2	9	14	.25
4	1	1258.8919971	8	7	7	3.16666666667	56.7207	3600.0	44.9	temp	0.2	9	14	.25
5	1	770.848567009	8	5	7	3.05555555556	56.7207	3600.0	42.89	temp	0.2	9	14	.25
6	1	672.358490944	9	5	7	3.0	56.7207	3600.0	44.58	temp	0.2	9	14	.25
7	1	600.493108988	8	5	8	3.33333333333	56.7207	3600.0	41.77	temp	0.2	9	14	.25
8	1	674.003237963	8	6	8	3.33333333333	56.7207	3600.0	43.11	temp	0.2	9	14	.25
9	1	868.064935923	8	6	8	3.33333333333	56.7207	3600.0	40.15	temp	0.2	9	14	.25
10	1	677.950096846	8	6	8	3.33333333333	56.7207	3600.0	42.1	temp	0.2	9	14	.25
1	1	997.881805897	8	6	7	3.16666666667	56.7207	3600.0	42.42	temp	0.2	9	14	.5
2	1	609.038386106	8	6	8	3.33333333333	56.7207	3600.0	44.39	temp	0.2	9	14	.5
3	1	1017.3390801	8	6	8	3.33333333333	56.7207	3600.0	43.2	temp	0.2	9	14	.5
4	1	1257.67482591	8	4	6	2.88888888889	41.9991	3200.0	44.39	temp	0.2	9	14	.5
5	1	1194.46946502	8	7	7	3.16666666667	56.7207	3600.0	41.38	temp	0.2	9	14	.5
6	1	576.784391165	8	4	8	3.33333333333	56.7207	3600.0	44.01	temp	0.2	9	14	.5
7	1	754.487146139	8	6	8	3.33333333333	56.7207	3600.0	41.53	temp	0.2	9	14	.5
8	1	829.562260151	8	5	8	3.33333333333	56.7207	3600.0	42.17	temp	0.2	9	14	.5
9	1	837.962554932	8	7	8	3.33333333333	56.7207	3600.0	43.37	temp	0.2	9	14	.5
10	1	617.326023817	8	5	6	2.88888888889	56.7207	3600.0	44.39	temp	0.2	9	14	.5
1	1	598.958033085	8	6	7	3.0	56.7207	3600.0	44.33	temp	0.2	9	14	.75
2	1	828.591691017	8	5	7	3.05555555556	56.7207	3600.0	42.63	temp	0.2	9	14	.75
3	1	442.399214029	8	5	7	3.0	56.7207	3600.0	45.35	temp	0.2	9	14	.75
4	1	674.237458944	8	5	8	3.33333333333	56.7207	3600.0	43.89	temp	0.2	9	14	.75
5	1	751.24595499	8	5	8	3.33333333333	56.7207	3600.0	44.08	temp	0.2	9	14	.75
6	1	499.947814941	8	5	6	2.83333333333	56.7207	3600.0	45.88	temp	0.2	9	14	.75
7	1	620.854668856	8	5	8	3.33333333333	56.7207	3600.0	43.87	temp	0.2	9	14	.75
8	1	801.826217175	8	6	8	3.33333333333	56.7207	3600.0	44.03	temp	0.2	9	14	.75
9	1	826.332354069	8	6	8	3.33333333333	56.7207	3600.0	43.04	temp	0.2	9	14	.75
10	1	1116.68309093	8	7	8	3.33333333333	56.7207	3600.0	44.69	temp	0.2	9	14	.75
1	1	1073.78347206	11	3	4	2.05555555556	41.9991	3200.0	45.91	temp	0.2	9	14	1
2	1	1117.46596909	11	3	4	2.05555555556	41.9991	3200.0	45.64	temp	0.2	9	14	1
3	1	1144.14920306	11	3	4	2.05555555556	41.9991	3200.0	46.67	temp	0.2	9	14	1
4	1	1298.79490995	11	3	4	2.05555555556	41.9991	3200.0	46.43	temp	0.2	9	14	1
5	1	1519.47001791	11	3	4	2.05555555556	41.9991	3200.0	47.54	temp	0.2	9	14	1
6	1	1543.32696795	11	3	4	2.05555555556	41.9991	3200.0	45.47	temp	0.2	9	14	1
7	1	1414.36591101	11	3	4	2.05555555556	41.9991	3200.0	46.63	temp	0.2	9	14	1
8	1	866.972068071	12	2	4	2.0	41.9991	3200.0	46.93	temp	0.2	9	14	1
9	1	869.885313034	11	2	4	2.05555555556	41.9991	3200.0	48.25	temp	0.2	9	14	1
10	1	894.617933035	11	2	4	2.05555555556	41.9991	3200.0	45.41	temp	0.2	9	14	1
1	3	119.454343796	5	2	3	1.86666666667	41.9991	3200.0	43.59	temp	0.2	6	14	0
2	3	91.6107602119	5	4	5	2.33333333333	56.7207	3600.0	40.82	temp	0.2	6	14	0
3	3	76.437556982	5	4	5	2.33333333333	56.7207	3600.0	40.01	temp	0.2	6	14	0
4	3	102.541867018	5	5	5	2.33333333333	56.7207	3600.0	39.48	temp	0.2	6	14	0
5	3	120.57454586	5	4	4	2.06666666667	56.7207	3600.0	41.67	temp	0.2	6	14	0
6	3	64.1491761208	5	4	4	2.13333333333	56.7207	3600.0	44.23	temp	0.2	6	14	0
7	3	75.2918980122	5	3	4	2.13333333333	56.7207	3600.0	44.69	temp	0.2	6	14	0
8	3	83.1340110302	5	3	5	2.33333333333	56.7207	3600.0	41.36	temp	0.2	6	14	0
9	3	77.8882169724	5	4	4	2.13333333333	56.7207	3600.0	43.56	temp	0.2	6	14	0
10	3	64.0884308815	5	4	5	2.33333333333	56.7207	3600.0	43.58	temp	0.2	6	14	0
1	3	91.0963249207	5	4	4	2.06666666667	56.7207	3600.0	41.17	temp	0.2	6	14	.25
2	3	85.3043138981	5	4	5	2.33333333333	56.7207	3600.0	43.15	temp	0.2	6	14	.25
3	3	135.397899866	5	5	5	2.33333333333	56.7207	3600.0	42.66	temp	0.2	6	14	.25
4	3	91.9057540894	6	4	4	1.86666666667	56.7207	3600.0	41.47	temp	0.2	6	14	.25
5	3	112.387577057	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.25
6	3	90.1522300243	5	3	5	2.33333333333	56.7207	3600.0	42.44	temp	0.2	6	14	.25
7	3	119.010814905	5	4	5	2.33333333333	56.7207	3600.0	43.16	temp	0.2	6	14	.25
8	3	75.7455408573	5	4	4	2.06666666667	56.7207	3600.0	41.42	temp	0.2	6	14	.25
9	3	79.67009902	5	3	5	2.33333333333	56.7207	3600.0	43.94	temp	0.2	6	14	.25
10	3	79.233632803	5	3	4	2.13333333333	56.7207	3600.0	43.77	temp	0.2	6	14	.25
1	3	77.9773919582	6	4	4	1.86666666667	56.7207	3600.0	41.47	temp	0.2	6	14	.5
2	3	75.3324429989	5	3	5	2.33333333333	56.7207	3600.0	43.73	temp	0.2	6	14	.5
3	3	90.4406890869	5	4	5	2.33333333333	56.7207	3600.0	42.69	temp	0.2	6	14	.5
4	3	85.3379380703	5	4	5	2.33333333333	56.7207	3600.0	43.25	temp	0.2	6	14	.5
5	3	78.6232531071	5	5	5	2.33333333333	56.7207	3600.0	39.98	temp	0.2	6	14	.5
6	3	120.848098993	5	3	5	2.33333333333	56.7207	3600.0	43.61	temp	0.2	6	14	.5
7	3	118.434499979	5	2	4	2.06666666667	41.9991	3200.0	43.55	temp	0.2	6	14	.5
8	3	81.2931070328	5	4	4	2.06666666667	56.7207	3600.0	41.22	temp	0.2	6	14	.5
9	3	73.5272641182	5	3	5	2.33333333333	56.7207	3600.0	43.36	temp	0.2	6	14	.5
10	3	109.086107016	5	5	5	2.33333333333	56.7207	3600.0	39.31	temp	0.2	6	14	.5
1	3	122.371960163	5	5	5	2.33333333333	56.7207	3600.0	40.18	temp	0.2	6	14	.75
2	3	87.8024168015	5	4	4	2.13333333333	56.7207	3600.0	43.56	temp	0.2	6	14	.75
3	3	69.5761721134	6	3	4	1.86666666667	56.7207	3600.0	42.52	temp	0.2	6	14	.75
4	3	115.521368027	5	3	5	2.33333333333	56.7207	3600.0	42.96	temp	0.2	6	14	.75
5	3	89.6433968544	5	4	4	2.06666666667	56.7207	3600.0	43.32	temp	0.2	6	14	.75
6	3	120.862749815	5	5	5	2.33333333333	56.7207	3600.0	39.98	temp	0.2	6	14	.75
7	3	95.1212408543	5	3	5	2.33333333333	56.7207	3600.0	43.17	temp	0.2	6	14	.75
8	3	79.5408830643	5	3	4	2.13333333333	56.7207	3600.0	43.54	temp	0.2	6	14	.75
9	3	90.9848730564	6	2	3	1.73333333333	41.9991	3200.0	43.37	temp	0.2	6	14	.75
10	3	89.4527139664	6	4	4	1.86666666667	56.7207	3600.0	41.52	temp	0.2	6	14	.75
1	3	99.5321741104	6	2	3	1.73333333333	56.7207	3600.0	49.54	temp	0.2	6	14	1
2	3	113.137007952	7	2	3	1.66666666667	56.7207	3600.0	47.32	temp	0.2	6	14	1
3	3	64.4288220406	7	3	3	1.66666666667	56.7207	3600.0	47.18	temp	0.2	6	14	1
4	3	80.3377611637	6	3	3	1.73333333333	56.7207	3600.0	47.61	temp	0.2	6	14	1
5	3	104.719802856	6	2	3	1.73333333333	41.9991	3200.0	43.93	temp	0.2	6	14	1
6	3	135.33681798	6	3	3	1.73333333333	56.7207	3600.0	45.97	temp	0.2	6	14	1
7	3	70.8009998798	6	2	3	1.8	56.7207	3600.0	47.41	temp	0.2	6	14	1
8	3	63.4351010323	6	2	3	1.73333333333	56.7207	3600.0	48.0	temp	0.2	6	14	1
9	3	67.5354650021	6	2	3	1.73333333333	56.7207	3600.0	49.54	temp	0.2	6	14	1
10	3	70.5222969055	6	2	3	1.73333333333	56.7207	3600.0	49.54	temp	0.2	6	14	1
1	2	160.787471056	5	4	5	2.33333333333	56.7207	3600.0	40.62	temp	0.2	6	14	0
2	2	215.998505116	5	4	5	2.33333333333	56.7207	3600.0	42.96	temp	0.2	6	14	0
3	2	187.60772109	5	5	5	2.33333333333	56.7207	3600.0	42.4	temp	0.2	6	14	0
4	2	197.936048031	5	4	4	2.06666666667	56.7207	3600.0	43.78	temp	0.2	6	14	0
5	2	144.100371122	5	4	4	2.06666666667	56.7207	3600.0	41.02	temp	0.2	6	14	0
6	2	202.061545134	5	5	5	2.33333333333	56.7207	3600.0	40.73	temp	0.2	6	14	0
7	2	142.967000961	5	3	5	2.33333333333	56.7207	3600.0	41.31	temp	0.2	6	14	0
8	2	201.039119005	5	5	5	2.33333333333	56.7207	3600.0	39.36	temp	0.2	6	14	0
9	2	169.035793781	5	4	5	2.33333333333	56.7207	3600.0	42.57	temp	0.2	6	14	0
10	2	195.119573832	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	0
1	2	157.577395201	5	4	5	2.33333333333	56.7207	3600.0	40.95	temp	0.2	6	14	.25
2	2	198.234940052	5	5	5	2.33333333333	56.7207	3600.0	40.13	temp	0.2	6	14	.25
3	2	191.281991005	5	5	5	2.33333333333	56.7207	3600.0	40.01	temp	0.2	6	14	.25
4	2	205.31050992	5	5	5	2.33333333333	56.7207	3600.0	39.4	temp	0.2	6	14	.25
5	2	138.056979179	5	4	5	2.33333333333	56.7207	3600.0	42.41	temp	0.2	6	14	.25
6	2	218.648106098	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.25
7	2	212.473611116	5	5	5	2.33333333333	56.7207	3600.0	39.48	temp	0.2	6	14	.25
8	2	141.745709896	5	4	5	2.33333333333	56.7207	3600.0	42.63	temp	0.2	6	14	.25
9	2	139.013634205	5	3	5	2.33333333333	56.7207	3600.0	43.44	temp	0.2	6	14	.25
10	2	143.612548113	5	4	5	2.33333333333	56.7207	3600.0	42.83	temp	0.2	6	14	.25
1	2	125.292146206	5	4	5	2.33333333333	56.7207	3600.0	43.12	temp	0.2	6	14	.5
2	2	186.08036685	5	4	5	2.33333333333	56.7207	3600.0	40.83	temp	0.2	6	14	.5
3	2	138.00722003	5	3	4	2.06666666667	56.7207	3600.0	42.01	temp	0.2	6	14	.5
4	2	149.888741016	6	4	4	1.86666666667	56.7207	3600.0	41.52	temp	0.2	6	14	.5
5	2	108.704781055	5	3	4	2.06666666667	56.7207	3600.0	42.77	temp	0.2	6	14	.5
6	2	138.215976954	5	4	5	2.33333333333	56.7207	3600.0	42.36	temp	0.2	6	14	.5
7	2	148.043260098	5	3	5	2.33333333333	56.7207	3600.0	40.45	temp	0.2	6	14	.5
8	2	151.281615973	5	4	5	2.33333333333	56.7207	3600.0	42.3	temp	0.2	6	14	.5
9	2	136.403462887	5	4	5	2.33333333333	56.7207	3600.0	40.95	temp	0.2	6	14	.5
10	2	127.35094595	5	4	5	2.33333333333	56.7207	3600.0	40.39	temp	0.2	6	14	.5
1	2	137.164533854	5	3	5	2.33333333333	56.7207	3600.0	40.57	temp	0.2	6	14	.75
2	2	133.147651911	5	4	4	2.06666666667	56.7207	3600.0	41.42	temp	0.2	6	14	.75
3	2	129.174400091	5	4	5	2.33333333333	56.7207	3600.0	40.76	temp	0.2	6	14	.75
4	2	205.45887804	5	5	5	2.33333333333	56.7207	3600.0	39.92	temp	0.2	6	14	.75
5	2	131.844403982	5	3	5	2.33333333333	56.7207	3600.0	42.31	temp	0.2	6	14	.75
